STT,	Mã hiệu,	Tên Dịch vụ,	ĐVT,	Giá Dịch vụ,	Giá BHYT 
595	J284	Nội soi thanh quản treo cắt hạt xơ	Lần	6,500,000	321,400
596	J286	Phẫu thuật chỉnh hình sống mũi sau chấn thương	Lần	14,800,000	2,804,100
597	J287	Tạo hình ống tai ngoài phần xương	Lần	15,600,000	 
598	J289	Phẫu thuật tạo hình tháp mũi bằng vạt có cuống mạch nuôi	Lần	15,800,000	3,720,600
599	J298	Chăm sóc mũi	Lần	135,000	 
600	J299	Chăm sóc tai	Lần	110,000	 
601	J303	Thay meche áp xe quanh Amidan	Lần	90,000	 
602	J304	Lấy ống thông khí màng nhĩ	Lần	200,000	0
603	J309	Rút meche, rút merocel hốc mũi	Lần	120,000	 
604	J310	Cắt ung thư amidan/thanh quản và nạo vét hạch cổ	Lần	18,300,000	5,980,000
605	J311	Phẫu thuật nội soi nạo sàng trước / sau	Lần	14,300,000	9,076,600
606	J315	Phẫu thuật nội soi mũi xoang cắt u xoang bướm	Lần	33,500,000	9,611,800
607	J316	Phẫu thuật nội soi mũi xoang giảm áp dây thần kinh thị giác	Lần	22,600,000	 
608	J317	Phẫu thuật nội soi mũi xoang dẫn lưu u nhầy	Lần	11,200,000	5,244,100
609	J318	Phẫu thuật nội soi cầm máu sau phẫu thuật nội soi mũi xoang	Lần	9,100,000	1,658,900
610	J319	Đốt cầm máu amidan	Lần	5,100,000	139,000
611	J327	Phẫu thuật Cắt u nang cạnh cổ	Lần	7,800,000	 
612	J328	Sinh thiết lưỡi	Lần	3,500,000	138,500
613	J329	Phẫu thuật nội soi mở khe giữa, nạo sàng	Lần	11,400,000	3,180,600
614	J330	Phẫu thuật vi phẫu sử dụng laser cắt dây thanh	Lần	11,300,000	4,936,000
615	J331	Phẫu thuật khâu vết rách đơn giản vành tai (2 bên) (tiểu phẫu)	Lần	820,000	 
616	J332	Sinh thiết lưỡi (tiểu phẫu)	Lần	740,000	138,500
617	J333	Cấy điện cực ốc tai (Cấy ốc tai điện tử)	Lần	16,100,000	5,530,000
618	J334	Tiêm Botulinum toxine vào điểm vận động để điều trị loạn trương lực cơ khu trú (cơ thanh quản)	Lần	1,500,000	 
619	J335	Làm thuốc tai (Tiêm Corticoid xuyên nhĩ)	Lần	500,000	22,000
XI	 	TẠO HÌNH	 	 	 
620	T011	Phẫu thuật chỉnh hình mũi gồ	Lần	11,500,000	 
621	T110	Phẫu thuật hút mỡ và bơm mỡ tự thân thẩm mỹ (Gây mê)	Lần	18,160,000	 
622	T117	Phẫu thuật thẩm mỹ căng da mặt	Lần	16,590,000	 
623	T118	Phẫu thuật căng da mặt toàn phần (Thẩm mỹ)	Lần	43,300,000	 
624	T119	Phẫu thuật căng da trán (Gây tê) (Thẩm mỹ)	Lần	16,890,000	 
625	T127	Phẫu thuật vết thương bàn tay, cắt lọc đơn thuần [gây tê]	Lần	8,800,000	2,149,000
626	T199	Phẫu thuật tháo bỏ silicone cũ, nạo silicon lỏng	Lần	14,800,000	 
627	T201	Nạo u mềm lây - Cắt bỏ những u nhỏ, cyst, sẹo của da, tổ chức dưới da	Lần	5,600,000	 
628	T205	Phẫu thuật Cắt bao túi ngực co rút 1 bên (Thẩm mỹ)	Lần	15,910,000	 
629	T206	Phẫu thuật Cắt bớt quầng vú (Gây tê) (Thẩm mỹ)	Lần	13,160,000	 
630	T207	Phẫu thuật thẩm mỹ thu nhỏ cánh mũi	Lần	11,390,000	 
631	T234	Phẫu thuật phục hồi, tái tạo dây thần kinh VII (đoạn ngoài sọ)	Lần	16,600,000	8,512,000
632	T235	Phẫu thuật tạo hình mặt do liệt dây VII	Lần	20,700,000	8,512,000
633	T236	Phẫu thuật sinh thiết chẩn đoán	Lần	5,200,000	 
634	T237	Phẫu thuật Sửa chữa sau phẫu thuật	Lần	7,200,000	 
635	T238	Phẫu thuật tái núm vú bằng vạt tại chỗ	Lần	6,100,000	 
636	T242	Phẫu thuật tạo hình mũi một phần	Lần	16,200,000	 
637	T244	Phẫu thuật tạo hình mũi toàn bộ	Lần	17,200,000	 
638	T246	Phẫu thuật tái tạo hình tổn thương mất chất vùng mặt bằng vạt da, cân cơ, xương	Lần	19,100,000	6,258,000
639	T247	Phãu thuật tái tạo xương gò má bằng xi măng xương	Lần	19,900,000	 
640	T248	Phẫu thuật tái tạo vú sau ung thư bằng vạt da cơ có cuống mạch	Lần	28,500,000	 
641	T249	Phẫu thuật tái tạo vú sau ung thư bằng vạt da cơ có sử dụng kỹ thuật vi phẫu	Lần	43,300,000	 
642	T250	Phẫu thuật Tái tạo vú giai đoạn 2	Lần	17,200,000	 
643	T258	Phẫu thuật tạo hình vành tai kết hợp các bộ phận xung quanh	Lần	14,300,000	5,363,900
644	T259	Phẫu thuật tạo hình từng phần vành tai	Lần	14,700,000	5,363,900
645	T261	Phẫu thuật tạo hình khe hở môi (phức tạp)	Lần	16,700,000	2,988,600
646	T262	Phẫu thuật tạo hình liệt mặt do dây VII bằng kỹ thuật vi phẫu	Lần	26,100,000	 
647	T263	Phẫu thuật tạo hình khuyết bộ phận vành tai bằng vật liệu ghép tự thân/ vật liệu ghép tổng hợp	Lần	20,600,000	2,333,000
648	T264	Phẫu thuật tái tạo tổn khuyết da bằng vạt có cuống	Lần	18,100,000	5,363,900
649	T265	Phẫu thuật Tạo lúm đồng tiền 1 bên (Thẩm mỹ)	Lần	9,920,000	 
650	D074	Phẫu thuật nội soi cắt toàn bộ dạ dày	Lần	38,200,000	5,597,800
651	D075	Phẫu thuật nội soi cắt ruột thừa	Lần	11,000,000	2,818,700
652	D078	Cắt dây chằng, gỡ dính ruột	Lần	10,400,000	2,705,700
653	D079	Phẫu thuật nội soi kỹ thuật Heller điều trị co thắt tâm vị	Lần	16,700,000	6,557,900
654	D087	Cắt lọc vết thương đa ổ	Lần	6,400,000	194,700
655	D140	Bóc nhân tuyến giáp	Lần	11,400,000	 
656	D142	Phẫu thuật Cắt bán phần dạ dày	Lần	16,400,000	5,495,300
657	D143	Cắt bán phần 2 thuỳ tuyến giáp trong bướu giáp đa nhân	Lần	12,800,000	4,561,600
658	D199	Cắt thân và đuôi tuỵ	Lần	16,600,000	4,955,100
659	D203	Phẫu thuật cắt tuyến giáp toàn phần	Lần	11,800,000	4,561,600
660	D204	Cắt toàn bộ dạ dày	Lần	36,100,000	8,208,300
661	D207	Cắt toàn bộ tuyến giáp kèm nạo vét hạch 2 bên trong ung thư tuyến giáp	Lần	16,200,000	6,026,400
662	D209	Cắt túi mật	Lần	11,800,000	4,993,100
663	D234	Phẫu thuật điều trị co thắt tâm vị	Lần	12,900,000	 
664	D237	Phẫu thuật Điều trị phình đại tràng bẩm sinh	Lần	12,900,000	3,332,200
665	D239	Phẫu thuật điều trị tắc ruột do dính/dây chằng có cắt nối ruột	Lần	12,800,000	4,764,100
666	D247	Phẫu thuật thoát vị rốn và khe hở thành bụng	Lần	11,800,000	3,512,900
667	D257	Phẫu thuật Frey điều trị sỏi tụy, viêm tụy mạn	Lần	14,400,000	4,870,100
668	D258	Phẫu thuật Khâu lỗ rò manh tràng	Lần	10,400,000	 
669	D259	Phẫu thuật nội soi điều trị thoát vị khe hoành	Lần	14,300,000	3,663,800
670	D260	Phẫu thuật điều trị thoát vị khe hoành	Lần	12,900,000	3,433,300
671	D261	Khâu lỗ thủng dạ dày tá tràng	Lần	10,600,000	3,993,400
672	D282	Nối nang tụy với dạ dày	Lần	13,600,000	2,917,900
673	D283	Nối nang tụy với hỗng tràng	Lần	13,600,000	2,917,900
674	D284	Nối ngã ba đường mật hoặc ống gan phải hoặc ống gan trái với hỗng tràng	Lần	30,700,000	4,870,100
675	D285	Nối ống mật chủ - hỗng tràng	Lần	12,600,000	4,870,100
676	D289	Phẫu thuật nội soi cắt đại tràng phải	Lần	16,500,000	4,663,800
677	D290	Phẫu thuật nội soi cắt đại tràng trái	Lần	16,500,000	4,663,800
678	D292	Phẫu thuật nội soi cắt gan không điển hình	Lần	24,500,000	6,632,200
679	D294	Phẫu thuật nội soi cắt lách	Lần	14,400,000	4,897,800
680	D297	Phẫu thuật nội soi Cắt ruột thừa trong viêm phúc mạc ruột thừa khu trú	Lần	12,200,000	2,818,700
681	D306	Phẫu thuật nội soi đặt tấm lưới nhân tạo trước phúc mạc đường vào qua ổ bụng (TAPP)	Lần	13,200,000	2,434,500
682	D307	Phẫu thuật nội soi đặt tấm lưới nhân tạo đường vào hoàn toàn trước phúc mạc (TEP)	Lần	13,200,000	2,434,500
683	D308	Phẫu thuật nội soi gỡ dính ruột	Lần	13,900,000	2,705,700
684	D309	Phẫu thuật nội soi khâu thủng dạ dày	Lần	13,200,000	3,136,900
685	D310	Phẫu thuật nội soi khâu thủng ruột non	Lần	13,900,000	2,917,900
686	D312	Phẫu thuật nội soi Lấy sỏi ống mật chủ qua ống túi mật	Lần	13,200,000	3,431,900
687	D313	Phẫu thuật nội soi mở ống mật chủ lấy sỏi + cắt túi mật	Lần	19,200,000	3,431,900
688	D316	Phẫu thuật nội soi mở ống mật chủ lấy sỏi	Lần	13,200,000	3,431,900
689	D330	Nối vị tràng	Lần	9,800,000	2,917,900
690	D331	Phẫu thuật điều trị thoát vị vết mổ thành bụng	Lần	11,700,000	3,512,900
691	D333	Phẫu thuật điều trị thoát vị bẹn bằng phương pháp Lichtenstein	Lần	8,600,000	3,512,900
692	D334	Phẫu thuật điều trị thoát vị bẹn bằng phương pháp Bassini	Lần	8,600,000	3,512,900
693	D335	Phẫu thuật điều trị thoát vị thành bụng khác	Lần	10,800,000	3,512,900
694	D337	Phẫu thuật Puestow - Gillesby	Lần	12,500,000	4,955,100
695	D339	Mở bụng thăm dò, sinh thiết	Lần	8,700,000	2,683,900
696	D340	Nối mật - da bằng quai ruột biệt lập hoặc túi mật (Gây mê)	Lần	22,300,000	 
697	D342	Phẫu thuật nội soi khâu hẹp lỗ thực quản + tạo hình tâm vị kiểu Dor	Lần	14,500,000	3,663,800
698	D347	Rạch thoát mủ ổ áp xe trong ổ bụng	Lần	10,800,000	 
699	D348	Mở bụng thăm dò, lau rửa ổ bụng, đặt dẫn lưu	Lần	10,800,000	2,683,900
700	D386	Đẩy bã thức ăn xuống đại tràng	Lần	9,700,000	3,993,400
701	D392	Phẫu thuật nội soi sinh thiết hạch ổ bụng	Lần	9,800,000	1,095,300
702	D397	Phẫu thuật nội soi cắt 2/3 dạ dày	Lần	17,100,000	5,597,800
703	D399	Phẫu thuật nội soi cắt bán phần dưới dạ dày + nạo hạch D1	Lần	21,900,000	5,597,800
704	D400	Phẫu thuật nội soi cắt bán phần dưới dạ dày + nạo hạch D1α	Lần	21,900,000	5,597,800
705	D401	Phẫu thuật nội soi cắt bán phần dưới dạ dày + nạo hạch D1β	Lần	21,900,000	5,597,800
706	D402	Phẫu thuật nội soi cắt bán phần dưới dạ dày + nạo hạch D2	Lần	21,900,000	5,597,800
707	D403	Phẫu thuật nội soi cắt bán phần dưới dạ dày + nạo hạch D3	Lần	30,800,000	5,597,800
708	D416	Cắt túi thừa thực quản qua nội soi ngực phải	Lần	17,900,000	3,663,800
709	D417	Cắt túi thừa thực quản qua nội soi ngực trái	Lần	17,900,000	3,663,800
710	D422	Phẫu thuật nội soi cắt gan thùy trái	Lần	22,300,000	6,632,200
711	D446	Phẫu thuật nội soi cắt bán phần 1 thùy tuyến giáp	Lần	14,900,000	4,561,600
712	D447	Phẫu thuật nội soi cắt 1 thùy tuyến giáp + eo tuyến giáp	Lần	14,900,000	4,561,600
713	D448	Phẫu thuật nội soi cắt bán phần 2 thùy tuyến giáp	Lần	15,000,000	4,561,600
714	D449	Phẫu thuật nội soi cắt toàn bộ tuyến giáp	Lần	19,000,000	4,561,600
715	D450	Phẫu thuật nội soi cắt tuyến cận giáp	Lần	19,000,000	4,561,600
716	D451	Phẫu thuật nội soi cắt nhân tuyến giáp	Lần	14,900,000	4,561,600
717	D452	Phẫu thuật nội soi cắt nhân độc tuyến giáp	Lần	14,900,000	4,561,600
718	D453	Phẫu thuật nội soi cắt toàn bộ tuyến giáp trong bướu giáp đa nhân	Lần	19,600,000	4,561,600
719	D454	Phẫu thuật nội soi cắt toàn bộ tuyến giáp trong bướu giáp đa nhân độc	Lần	19,600,000	4,561,600
720	D455	Phẫu thuật nội soi cắt gần toàn bộ tuyến giáp trong bệnh basedow	Lần	16,100,000	4,561,600
721	D456	Phẫu thuật nội soi cắt toàn bộ tuyến giáp trong bệnh basedow	Lần	19,600,000	4,561,600
722	D457	Phẫu thuật nội soi cắt toàn bộ tuyến giáp trong ung thư tuyến giáp	Lần	19,600,000	4,561,600
723	D458	Phẫu thuật nội soi cắt toàn bộ tuyến giáp + nạo hạch cổ 2 bên trong ung thư	Lần	19,600,000	4,561,600
724	D459	Phẫu thuật nội soi cắt toàn bộ tuyến giáp + nạo hạch cổ 1 bên trong ung thư	Lần	19,600,000	4,561,600
725	D495	Phẫu thuật lấy bỏ u phần mềm (bướu mỡ, bã đậu >= 10cm) (Gây tê)	Lần	7,500,000	1,208,800
726	D496	Phẫu thuật lấy bỏ u phần mềm (bướu sợi) (Gây tê)	Lần	7,500,000	1,208,800
727	D497	Phẫu thuật lấy bỏ u phần mềm (bướu thần kinh) (Gây tê)	Lần	7,500,000	1,208,800
728	D498	Phẫu thuật lấy bỏ u phần mềm (bướu vôi mào chậu) (Gây tê)	Lần	7,500,000	1,208,800
729	D499	Cắt u trực tràng ống hậu môn đường dưới (Gây mê)	Lần	14,200,000	7,639,200
730	D500	Phẫu thuật lấy bỏ u phần mềm (mắt cá) (Gây mê)	Lần	8,500,000	1,208,800
731	D501	Cắt bỏ thực quản có hay không kèm các tạng khác, tạo hình ngay (Gây mê)	Lần	38,900,000	8,490,300
732	D505	Phẫu thuật thoát vị khó: đùi, bịt (Gây mê)	Lần	11,500,000	3,512,900
733	D506	Cắt u nhái sàn miệng (Gây mê)	Lần	8,200,000	 
734	D508	Phẫu thuật điều trị thoát vị bẹn bằng phương pháp Lichtenstein [gây tê]	Lần	7,700,000	2,816,800
735	D510	Dẫn lưu áp xe trung thất [gây tê]	Lần	10,700,000	2,432,400
736	D511	Lấy u phúc mạc (Gây mê)	Lần	12,500,000	5,141,100
737	D512	Phẫu thuật điều trị thoát vị đùi (Gây mê)	Lần	9,500,000	3,512,900
738	D515	Siêu âm can thiệp - chọc hút mủ ổ áp xe gan (Gây mê)	Lần	6,000,000	171,900
 	 	XƯƠNG KHỚP	 	 	 
739	N108	Phẫu thuật tạo hình điều trị tật thừa ngón tay	Lần	11,000,000	3,226,900
740	N120	Phẫu thuật điều trị bệnh DE QUER VAIN và ngón tay cò súng [gây mê]	Lần	8,200,000	3,923,600
741	N125	Khâu da thì 2 (phòng mổ)	Lần	4,600,000	289,500
742	N126	Phẫu thuật lấy dị vật phần mềm	Lần	7,900,000	 
743	N128	Nắn, bó bột gãy xương chậu	Lần	1,500,000	659,600
744	N138	Nẹp bột đùi cẳng bàn chân	Lần	530,000	257,000
745	N148	Phẫu thuật nội soi cắt sụn chêm	Lần	11,900,000	3,602,500
746	N149	Cắt u bao gân	Lần	7,100,000	2,140,700
747	N153	Phẫu thuật lấy bỏ u xương	Lần	8,200,000	4,085,900
748	N158	Phẫu thuật sửa trục chi (kết hợp xương bằng nẹp vis, Champon, Kim K.Wire)	Lần	11,600,000	4,102,500
749	N160	Phẫu thuật chuyển gân điều trị bàn chân rủ do liệt vận động	Lần	11,600,000	3,320,600
750	N162	Cố định Kirschner trong gãy đầu trên xương cánh tay	Lần	8,200,000	4,324,900
751	N166	Cố định nẹp vít gãy thân xương cánh tay	Lần	11,400,000	4,102,500
752	N172	Đặt nẹp vít gãy mắt cá trong, ngoài hoặc Dupuytren	Lần	7,400,000	4,102,500
753	N175	Phẫu thuật KHX gãy trật xương sên	Lần	10,500,000	4,102,500
754	N176	Đặt vít gãy trật xương thuyền	Lần	7,400,000	4,102,500
755	N177	Phẫu thuật chỉnh sửa sau gãy xương Cal lệch xương, không kết hợp xương	Lần	9,600,000	4,102,500
756	N179	Phẫu thuật điều trị ngón tay cò súng (tiểu phẫu)	Lần	550,000	 
757	N190	Phẫu thuật ghép xương tự thân (xương lớn)	Lần	11,700,000	5,105,100
758	N195	Kéo dài ngón tay bằng khung cố định ngoài	Lần	10,800,000	5,265,900
759	N196	Phẫu thuật chỉnh sửa sau gãy xương Cal lệch xương, có kết hợp xương	Lần	12,100,000	4,102,500
760	N198	Phẫu thuật Khâu lại động mạch thần kinh cân cơ [gây mê]	Lần	12,600,000	5,204,600
761	N199	Phẫu thuật nội soi cắt lọc sụn khớp gối	Lần	11,900,000	3,602,500
762	N200	Phẫu thuật lấy tế bào gốc từ mô mỡ bụng hoặc tủy xương	Lần	9,700,000	 
763	N201	Phẫu thuật Nối gân duỗi (một gân)	Lần	8,500,000	3,302,900
764	N205	Phẫu thuật điều trị đứt gân Achille [gây tê]	Lần	10,600,000	2,604,700
765	N211	Phẫu thuật Nội soi khớp khuỷu	Lần	10,800,000	2,434,500
766	N213	Phẫu thuật nội soi tạo hình mỏm cùng vai	Lần	18,000,000	3,602,500
767	N236	Tháo bột	Lần	60,000	60,000
768	N238	Phẫu thuật mở tái tạo dây chằng	Lần	9,000,000	 
769	N239	Phẫu thuật cắt lọc mô viêm (nốt tophi)	Lần	6,500,000	 
770	N240	Phẫu thuật thay khớp háng bán phần	Lần	11,200,000	4,102,500
771	N242	Cắt cụt cẳng chân [trái] [gây tê]	Lần	7,400,000	3,175,400
772	N250	Cắt đoạn khớp khuỷu (trái)	Lần	8,500,000	3,994,900
773	N254	Phẫu thuật cắt cụt ngón tay (tính 1 ngón)	Lần	8,200,000	3,226,900
774	N256	Nắn, bó bột trật khớp háng	Lần	1,500,000	667,000
775	N260	Nắn, bó bột gãy 1/3 giữa thân xương cánh tay (trái)	Lần	570,000	372,700
776	N264	Bột bothe cao chân trái	Lần	450,000	257,000
777	N268	Nắn bó bột cẳng bàn chân (làm nẹp dưới gối) (trái)	Lần	500,000	257,000
778	N270	Bó bột cẳng bàn tay có nắn (làm nẹp bàn tay) (trái)	Lần	348,000	348,000
779	N272	Bột cẳng bàn tay ôm ngón 1 trái (Nắn, bó bột gãy xương cẳng tay (bột liền))	Lần	348,000	348,000
780	N274	Bột cánh bàn tay trái	Lần	412,000	412,000
781	N276	Bột cánh bàn tay ôm vai trái (Nắn, bó bột xương cánh tay (bột liền))	Lần	450,000	372,700
782	N278	Bột đùi bàn chân trái (Bột đùi cẳng bàn chân có kéo nắn)	Lần	560,000	372,700
783	N280	Bột ống chân trái	Lần	450,000	167,000
784	N282	Bột sarmento chân trái	Lần	500,000	372,700
785	N284	Nắn, bó bột trật khớp vai (trái)	Lần	1,640,000	342,000
786	N290	Nắn, bó bột gãy xương gót (trái)	Lần	960,000	167,000
787	N292	Nắn, bó vỡ xương bánh chè chân trái không có chỉ định mổ	Lần	1,060,000	167,000
788	N294	Nẹp bột cẳng bàn chân (trái)	Lần	300,000	257,000
789	N300	Nẹp bột cánh bàn tay ôm vai trái (Nẹp bột các loại, không nắn)	Lần	400,000	 
790	N301	Nẹp bột cánh bàn tay ôm vai phải (Nẹp bột các loại, không nắn)	Lần	400,000	 
791	N302	Phẫu thuật nội soi khớp gối tạo dây chằng chéo trước endo-button	Lần	12,100,000	4,594,500
792	N303	Phẫu thuật nội soi cắt hoạt mạc viêm khớp gối	Lần	12,200,000	3,602,500
793	N304	Phẫu thuật nội soi gỡ dính khớp gối	Lần	13,200,000	3,602,500
794	N306	Phẫu thuật nội soi cắt lọc khâu rách chóp xoay qua nội soi khớp vai	Lần	13,200,000	3,602,500
795	N307	Phẫu thuật nội soi điều trị mất vững khớp vai theo phương pháp Latarjet	Lần	18,100,000	3,602,500
796	N308	Phẫu thuật nội soi điều trị mất vững khớp vai	Lần	18,100,000	3,602,500
797	N309	Phẫu thuật nội soi điều trị viêm co rút khớp vai	Lần	13,200,000	3,602,500
798	N310	Phẫu thuật nội soi điều trị viêm khớp vai	Lần	13,200,000	3,602,500
799	N311	Phẫu thuật nội soi tái tạo lại dây chằng chéo trước	Lần	17,200,000	4,594,500
800	N312	Phẫu thuật nội soi tái tạo dây chằng chéo sau	Lần	17,200,000	4,594,500
801	N314	Phẫu thuật nội soi điều trị khớp gối bằng gân đồng loại (nội soi tái tạo dây chằng chéo trước, chéo sau, mổ mở tái tạo dây chằng bên chầy, bên mác)	Lần	18,300,000	4,594,500
802	N315	Tái tạo dây chằng khớp gối qua nội soi	Lần	12,200,000	4,594,500
803	N316	Phẫu thuật nội soi tái tạo dây chằng quạ đòn	Lần	18,300,000	4,594,500
804	N325	Phẫu thuật nội soi cắt hoạt mạc viêm khớp háng	Lần	12,200,000	3,602,500
805	N326	Phẫu thuật nội soi điều trị rách sụn viền ổ cối	Lần	12,200,000	3,602,500
806	N347	Nắn, bó bột gãy 1/3 trên hai xương cẳng chân (trái)	Lần	1,500,000	372,700
807	N353	Nắn, bó bột gãy 1/3 trên thân xương cánh tay (trái)	Lần	400,000	372,700
808	N359	Nắn, bó bột gãy 1/3 trên xương đùi (trái)	Lần	1,500,000	659,600
809	N364	Phẫu thuật kết hợp xương (KHX) gãy xương bả vai	Lần	11,900,000	4,102,500
810	N365	Phẫu thuật KHX gãy cổ xương bả vai	Lần	11,900,000	4,102,500
811	N366	Phẫu thuật KHX gãy xương đòn	Lần	9,000,000	4,102,500
812	N367	Phẫu thuật KHX trật khớp cùng đòn	Lần	12,100,000	4,102,500
813	N377	Phẫu thuật KHX gãy ròng rọc xương cánh tay	Lần	9,200,000	4,102,500
814	N378	Phẫu thuật KHX gãy lồi cầu ngoài xương cánh tay	Lần	9,200,000	4,102,500
815	N379	Phẫu thuật KHX gãy mỏm khuỷu	Lần	12,100,000	4,324,900
816	N381	Phẫu thuật KHX gãy Monteggia	Lần	12,300,000	4,102,500
817	N382	Phẫu thuật KHX gãy đài quay	Lần	9,000,000	4,102,500
818	N383	Phẫu thuật KHX gãy đài quay phức tạp	Lần	12,300,000	4,102,500
819	N385	Phẫu thuật KHX gãy xương quay kèm trật khớp quay trụ dưới	Lần	12,300,000	4,102,500
820	N386	Phẫu thuật KHX gãy phức tạp khớp khuỷu	Lần	16,900,000	4,102,500
821	N387	Phẫu thuật KHX gãy đầu dưới xương quay	Lần	12,100,000	4,102,500
822	N388	Phẫu thuật KHX gãy trật khớp cổ tay	Lần	12,100,000	4,324,900
823	N389	Phẫu thuật KHX gãy chỏm đốt bàn và ngón tay	Lần	12,100,000	4,102,500
824	N397	Phẫu thuật KHX gãy ổ cối phức tạp	Lần	17,100,000	4,102,500
825	N398	Phẫu thuật KHX gãy bán phần chỏm xương đùi	Lần	12,600,000	4,102,500
826	N400	Phẫu thuật KHX gãy cổ xương đùi	Lần	12,600,000	4,102,500
827	N403	Phẫu thuật KHX gãy trật cổ xương đùi	Lần	17,100,000	4,102,500
828	N404	Phẫu thuật KHX gãy thân xương đùi	Lần	12,600,000	4,102,500
829	N411	Phẫu thuật KHX gãy bánh chè [gây tê]	Lần	7,700,000	3,577,600
830	N412	Phẫu thuật KHX gãy xương bánh chè phức tạp [gây tê]	Lần	10,800,000	3,577,600
831	N413	Phẫu thuật KHX gãy mâm chày trong	Lần	10,900,000	4,102,500
832	N434	Phẫu thuật KHX gãy hở độ II trên và liên lồi cầu xương đùi [gây tê]	Lần	10,800,000	3,577,600
833	N435	Phẫu thuật KHX gãy hở độ III trên và liên lồi cầu xương đùi [gây tê]	Lần	15,300,000	3,577,600
834	N436	Phẫu thuật KHX gãy hở I thân hai xương cẳng tay	Lần	11,900,000	4,102,500
835	N442	Phẫu thuật KHX gãy hở liên lồi cầu xương cánh tay	Lần	12,300,000	4,324,900
836	N446	Phẫu thuật KHX gãy nội khớp đầu dưới xương quay	Lần	8,500,000	4,102,500
837	N448	Phẫu thuật kết hợp xương gãy xương sên và trật khớp	Lần	15,300,000	4,102,500
838	N449	Phẫu thuật kết hợp xương chấn thương Lisfranc và bàn chân giữa [gây tê]	Lần	10,800,000	3,577,600
839	N450	Phẫu thuật kết hợp xương gãy xương đốt bàn và đốt ngón chân	Lần	10,600,000	4,102,500
840	N451	Phẫu thuật kết hợp xương trật khớp cổ chân [gây tê]	Lần	10,600,000	3,577,600
841	N452	Phẫu thuật kết hợp xương trật khớp dưới sên [gây tê]	Lần	10,600,000	3,577,600
842	N453	Phẫu thuật kết hợp xương gãy trật khớp cổ chân ở trẻ em [gây tê]	Lần	10,600,000	3,577,600
843	N454	Phẫu thuật kết hợp xương gãy bong sụn tiếp đầu dưới xương cánh tay	Lần	11,600,000	4,324,900
844	N455	Phẫu thuật kết hợp xương bằng K.Wire điều trị gãy trên lồi cầu xương cánh tay	Lần	8,700,000	4,324,900
845	N456	Phẫu thuật kết hợp xương gãy trên lồi cầu xương cánh tay có tổn thương mạch và thần kinh	Lần	11,900,000	4,102,500
846	N457	Phẫu thuật kết hợp xương gãy lồi cầu ngoài xương cánh tay	Lần	8,500,000	4,324,900
847	N458	Phẫu thuật kết hợp xương gãy ròng rọc xương cánh tay	Lần	11,600,000	4,324,900
848	N459	Phẫu thuật kết hợp xương gãy phức tạp vùng khuỷu	Lần	11,900,000	4,102,500
849	N460	Phẫu thuật kết hợp xương gãy đài quay (Gãy cổ xương quay)	Lần	11,900,000	4,102,500
850	N461	Phẫu thuật kết hợp xương gãy 2 xương cẳng tay	Lần	11,900,000	4,102,500
851	N462	Phẫu thuật kết hợp xương gãy đầu dưới xương đùi	Lần	10,800,000	4,102,500
852	N463	Phẫu thuật kết hợp xương gãy bong sụn tiếp vùng khớp gối	Lần	10,800,000	4,102,500
853	N464	Phẫu thuật kết hợp xương gãy thân xương cẳng chân	Lần	10,800,000	4,102,500
854	N465	Phẫu thuật kết hợp xương gãy bong sụn tiếp đầu dưới xương chày	Lần	10,800,000	4,102,500
855	N466	Phẫu thuật kết hợp xương gãy bong sụn vùng cổ xương đùi	Lần	10,800,000	4,102,500
856	N467	Phẫu thuật kết hợp xương gãy sụn tăng trưởng ở đầu xương	Lần	11,900,000	4,102,500
857	N468	Phẫu thuật kết hợp xương gãy xương bệnh lý	Lần	11,900,000	4,102,500
858	N469	Phẫu thuật Làm cứng khớp ở tư thế chức năng	Lần	11,100,000	4,002,600
859	N470	Cắt u nang bao hoạt dịch	Lần	5,900,000	1,456,700
860	N471	Chọc dịch khớp	Lần	4,500,000	129,600
861	N472	Tiêm gân gấp ngón tay	Lần	260,000	104,400
862	N473	Tiêm hội chứng đường hầm cổ tay	Lần	260,000	104,400
863	N527	Phẫu thuật nội soi cắt lọc sụn khớp gối (Gây mê)	Lần	13,000,000	3,602,500
864	N528	Phẫu thuật điều trị đứt gân Achille (Gây mê)	Lần	12,100,000	3,302,900
865	N529	Phẫu thuật vi phẫu nối các mạch máu, thần kinh trong nối lại chi dưới bị cắt rời (Gây tê)	Lần	19,000,000	7,094,200
866	N530	Phẫu thuật nội soi khớp cổ chân (Gây tê)	Lần	12,000,000	3,602,500
867	N532	Phẫu thuật sửa mỏm cụt chi (Gây mê)	Lần	8,600,000	3,226,900
868	N533	Tháo khớp háng (Gây mê)	Lần	11,600,000	3,994,900
869	N534	Rút đinh/tháo phương tiện kết hợp xương (phòng mổ) (Gây mê)	Lần	7,900,000	1,857,900
870	N535	Phẫu thuật mở tái tạo dây chằng (Gây mê)	Lần	10,100,000	 
871	N536	Phẫu thuật cắt lọc mô viêm (nốt tophi) (Gây mê)	Lần	7,600,000	 
872	N563	Phẫu thuật nội soi cắt hoạt mạc viêm khớp hang (Gây mê)	Lần	13,200,000	3,602,500
873	N564	Phẫu thuật nội soi điều trị rách sụn viền ổ cối (Gây mê)	Lần	13,200,000	3,602,500
